,degree_centrality,betweenness_centrality,closeness_centrality
Anthony Carrigan_a,0.0005742588471753643,0.0,0.23514971472912435
Paul Reiser_a,0.003086641303567583,0.000601763030225464,0.27349421499419685
Melody Hurd_a,0.0005742588471753643,0.0,0.23514971472912435
David O. Russell_d,0.0015792118297322517,8.714478333037283e-05,0.2598912511916951
Anupam Kher_a,0.0012920824061445695,5.308682785792117e-05,0.264711779563388
John Ortiz_a,0.003589117794846027,0.0008645543026216898,0.2759814578238755
Shea Whigham_a,0.0048094178450936755,0.00201443530070041,0.2797274645952193
Julia Stiles_a,0.00401981193022755,0.0011972034115076478,0.2769154637603564
Paul Herman_a,0.0020816883210106954,8.157042096387954e-05,0.26394642411948904
Ricardo de Montreuil_d,0.0005742588471753643,0.0,0.22709094711156236
Demián Bichir_a,0.003876247218433709,0.0012174515192130099,0.28698773316187626
Gabriel Chavarria_a,0.0005742588471753643,0.0,0.22709094711156236
Theo Rossi_a,0.0027995118799799008,0.0005034239536386374,0.2517298568720088
Melissa Benoist_a,0.002368817744598378,0.00017003037106818984,0.24835104657135249
Tony Revolori_a,0.0017945588974230134,0.00023123793997412943,0.25689934065306796
Eva Longoria_a,0.003732682506639868,0.00015427533546938566,0.25671425897419453
Yvette Monreal_a,0.0005742588471753643,0.0,0.22709094711156236
Cress Williams_a,0.0005742588471753643,0.0,0.22709094711156236
Francine Parker_d,0.0005742588471753643,0.0,0.22019650850992956
Jane Fonda_a,0.0030148589476706625,0.0007899487118210901,0.2747390401780982
Pamela Donegan_a,0.0005742588471753643,0.0,0.22019650850992956
Len Chandler_a,0.0005742588471753643,0.0,0.22019650850992956
Michael Alaimo_a,0.0005742588471753643,0.0,0.22019650850992956
Holly Near_a,0.0005742588471753643,0.0,0.22019650850992956
Paul Mooney_a,0.0005742588471753643,0.0,0.22019650850992956
Rita Martinson_a,0.0005742588471753643,0.0,0.22019650850992956
Daniel Schechter_d,0.0007178235589692054,0.0,0.24707340631208324
Mos Def_a,0.0014356471179384107,0.00015502612664602833,0.25273778999223484
Isla Fisher_a,0.0029430765917737418,0.0003448136146175405,0.2782267354138486
Mark Boone Junior_a,0.0027995118799799008,0.0010588392715012909,0.2542268780069187
John Hawkes_a,0.003230206015361424,0.0006601441090430278,0.2761953755413466
Clea Lewis_a,0.0007178235589692054,0.0,0.24707340631208324
Mike Gunther_d,0.0013638647620414902,7.790437605232573e-05,0.24126677112966574
Will Yun Lee_a,0.002297035388701457,0.0004739314899286912,0.25871645703111806
Jermaine Love_a,0.0007178235589692054,0.0,0.21956623763940084
Rory Markham_a,0.0013638647620414902,7.790437605232573e-05,0.24126677112966574
Bertrand-Xavier Corbi_a,0.0007178235589692054,0.0,0.21956623763940084
Katie Keene_a,0.0007178235589692054,0.0,0.21956623763940084
Fernando Chien_a,0.0015792118297322517,6.695943481223734e-05,0.2377614208097595
Gina DeCesare_a,0.0007178235589692054,0.0,0.21956623763940084
Michael Blalock_a,0.0007178235589692054,0.0,0.21956623763940084
Chris Mulkey_a,0.0007178235589692054,0.0,0.21956623763940084
David Zeiger_d,7.178235589692053e-05,0.0,7.178235589692053e-05
Troy Garity_a,7.178235589692053e-05,0.0,7.178235589692053e-05
Jerry Rothwell_d,0.0,0.0,0.0
Ian Cheney_d,0.0,0.0,0.0
Sharon Shattuck_d,0.0,0.0,0.0
Bradley Parker_d,0.0011485176943507285,3.934217299537317e-05,0.2237060603791287
Alicia Sanz_a,0.0013638647620414902,0.00014426545460000093,0.23362289770738584
Jonathan Sadowski_a,0.0030148589476706625,0.0013627256075990017,0.2639211986763659
Adan Canto_a,0.000933170626659967,8.40327110058364e-05,0.22601759354655163
Zach Avery_a,0.0005024764912784438,0.0,0.2167485793497364
Chinaza Uche_a,0.0012920824061445695,0.0007976385690961192,0.2175382616369415
Jesse LaTourette_a,0.0005024764912784438,0.0,0.2167485793497364
Manjari Makijany_d,0.0007896059148661259,0.0,0.0007896059148661259
Rachel Saanchita Gupta_a,0.0007896059148661259,0.0,0.0007896059148661259
Amy Maghera_a,0.0007896059148661259,0.0,0.0007896059148661259
Shafin Patel_a,0.0007896059148661259,0.0,0.0007896059148661259
Ambrish Saxena_a,0.0007896059148661259,0.0,0.0007896059148661259
Swati Das_a,0.0007896059148661259,0.0,0.0007896059148661259
Jonathan Readwin_a,0.0007896059148661259,0.0,0.0007896059148661259
Ankit Yadav_a,0.0007896059148661259,0.0,0.0007896059148661259
Anurag Arora_a,0.0007896059148661259,0.0,0.0007896059148661259
Vinayak Gupta_a,0.0007896059148661259,0.0,0.0007896059148661259
Vivek Yadav_a,0.0007896059148661259,0.0,0.0007896059148661259
Waheeda Rehman_a,0.0007896059148661259,0.0,0.0007896059148661259
Chris Appelhans_d,0.0005024764912784438,0.0,0.21902638846391484
Jimmy Wong_a,0.0005024764912784438,0.0,0.21902638846391484
Constance Wu_a,0.0013638647620414902,0.0004785292765580243,0.25012811578734245
Bobby Lee_a,0.0014356471179384107,9.397806062663343e-05,0.22657391031117302
Jimmy O. Yang_a,0.0005024764912784438,0.0,0.21902638846391484
Ian Chen_a,0.0005024764912784438,0.0,0.21902638846391484
Michael Tiddes_d,0.002368817744598378,0.00019997778326045408,0.265035698675575
Marlon Wayans_a,0.0034455530830521854,0.0006671726114504791,0.2695039365994246
Essence Atkins_a,0.0020816883210106954,0.0004634126272078443,0.25526674483859724
Affion Crockett_a,0.0028712942358768215,0.0007471142192801081,0.26614041318878734
Rick Overton_a,0.0017227765415260927,0.00010899616416488588,0.24740543472049403
Ashley Rickards_a,0.002297035388701457,0.0005843087502690486,0.24353273621854174
Dave Sheridan_a,0.003086641303567583,0.0003479393576247815,0.26529030811759974
Missi Pyle_a,0.006819323810207451,0.002529668890035154,0.2807797933301293
Steele Stebbins_a,0.0008613882707630464,0.0,0.23704710078329186
Mark Raso_d,0.0014356471179384107,0.00048259623902671705,0.24673124524012993
Gethin Anthony_a,0.0012920824061445695,0.00015454511011145694,0.22621662603728482
Frederikke Dahl Hansen_a,0.0005742588471753643,0.0,0.201142776360701
Sebastian Armesto_a,0.0005742588471753643,0.0,0.201142776360701
Olivia Grant_a,0.0005742588471753643,0.0,0.201142776360701
Baard Owe_a,0.0005742588471753643,0.0,0.201142776360701
Mille Dinesen_a,0.0005742588471753643,0.0,0.201142776360701
Martin Hestbæk_a,0.0005742588471753643,0.0,0.201142776360701
Tamzin Merchant_a,0.0019381236092168544,0.00033942976035382215,0.2321255353226851
Gina Rodriguez_a,0.0033019883712583444,0.0015343616476913519,0.2699979920170272
Ariana Greenblatt_a,0.0006460412030722848,0.0,0.2337613291869602
Shamier Anderson_a,0.000933170626659967,4.3945574360330774e-05,0.24303977666448
Finn Jones_a,0.0006460412030722848,0.0,0.2337613291869602
Lucius Hoyos_a,0.0020816883210106954,0.0003710524399826687,0.24339321896264357
Gil Bellows_a,0.0013638647620414902,0.00015662711892805095,0.23730172182862397
Mark Waters_d,0.0011485176943507285,9.064712995523455e-05,0.2507014786182932
Zoey Deutch_a,0.0033019883712583444,0.0006362425810371006,0.2570787062325595
Lucy Fry_a,0.0027995118799799008,0.0005125822204842032,0.260405899464877
Danila Kozlovsky_a,0.001076735338453808,7.142190438338472e-05,0.23640281319609247
Gabriel Byrne_a,0.002440600100495298,0.0004191629817210157,0.25667846751250417
Dominic Sherwood_a,0.0005024764912784438,0.0,0.2222611692267574
Sarah Hyland_a,0.0012920824061445695,0.0002256303268469062,0.23021461901130877
Sami Gayle_a,0.0015792118297322517,0.00017557760496811662,0.25864376344948525
Matthew Heineman_d,0.0007178235589692054,0.0,0.23729152648494375
Rosamund Pike_a,0.004952982556887517,0.0012716564765030216,0.2810155146382573
Jamie Dornan_a,0.001220300050247649,5.786027714766914e-05,0.2441571515273555
Tom Hollander_a,0.003804464862536788,0.0005168673324289113,0.27302102991672106
Nikki Amuka-Bird_a,0.0015074294738353312,5.80498732710714e-05,0.2534801470788154
Faye Marsay_a,0.0007178235589692054,0.0,0.23729152648494375
Greg Wise_a,0.0007178235589692054,0.0,0.23729152648494375
Corey Johnson_a,0.0027995118799799008,0.0005494902598650338,0.25703085092611266
Raad Rawi_a,0.002440600100495298,0.00033763239663081384,0.265424174001024
Jesuthasan Antonythasan_a,0.0007178235589692054,0.0,0.23729152648494375
Jonathan Clay_d,0.00014356471179384107,0.0,0.13598283742122091
David Attenborough_a,0.0003589117794846027,0.0005112779459713325,0.16048697277892485
Johan Rockström_a,0.00014356471179384107,0.0,0.13598283742122091
Lance Hool_d,0.0004306941353815232,0.0,0.21461768927705252
Radha Mitchell_a,0.0033019883712583444,0.001302793140278313,0.27710302409253235
Kari Matchett_a,0.0004306941353815232,0.0,0.21461768927705252
Tahmoh Penikett_a,0.0004306941353815232,0.0,0.21461768927705252
Nicole Conn_d,0.0007896059148661259,0.0,0.20786116159347814
Barbara Niven_a,0.0007896059148661259,0.0,0.20786116159347814
Jessica Clark_a,0.0007896059148661259,0.0,0.20786116159347814
John Heard_a,0.0028712942358768215,0.0014187483603549783,0.2675715875639032
Morgan Fairchild_a,0.0019381236092168544,0.0003850811417032741,0.22876522903948593
Kerry Knuppe_a,0.0007896059148661259,0.0,0.20786116159347814
Imelda Corcoran_a,0.0007896059148661259,0.0,0.20786116159347814
Mary Jane Wells_a,0.0007896059148661259,0.0,0.20786116159347814
Rebecca Staab_a,0.0007896059148661259,0.0,0.20786116159347814
Michael Adam Hamilton_a,0.0007896059148661259,0.0,0.20786116159347814
Bryan Jackson_a,0.0007896059148661259,0.0,0.20786116159347814
Bryan Mordechai Jackson_a,0.0007896059148661259,0.0,0.20786116159347814
Les Mayfield_d,0.002440600100495298,0.00019823110973923706,0.2648958716882642
Ali Larter_a,0.0045222884215059935,0.002031317539070808,0.2693265189789003
Gabriel Macht_a,0.0017945588974230134,7.900766816942766e-05,0.26121876343558575
Gregory Smith_a,0.0017227765415260927,7.014951001943198e-05,0.2570009504060077
Ty O'Neal_a,0.001076735338453808,0.0,0.2462362427418773
Will McCormack_a,0.002153470676907616,0.00013336731073313138,0.2669250138801106
Ronny Cox_a,0.003230206015361424,0.0008415868372214043,0.26316040141514274
Terry O'Quinn_a,0.0020816883210106954,0.00010141568630846515,0.26103974499954197
Muse Watson_a,0.001076735338453808,0.0,0.2462362427418773
Joe Stevens_a,0.001076735338453808,0.0,0.2462362427418773
Barry Tubb_a,0.001076735338453808,0.0,0.2462362427418773
Ellen Seidler_d,0.0007178235589692054,0.0,0.0007238054219606153
Ashleigh Sumner_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Jill Bennett_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Cathy DeBuono_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Jessica Graham_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Angelyna Martinez_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Candy Tolentino_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Linda Ignazi_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Jenoa Harlow_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Lisa Dewey_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Kathy Domenici_a,0.0007896059148661259,1.0306153036169496e-09,0.0007896059148661259
Megan Siler_d,0.0007178235589692054,0.0,0.0007238054219606153
Roger Christian_d,0.0007896059148661259,0.0,0.24430835248818103
John Travolta_a,0.011341612231713444,0.0091077178330773,0.30385821938768787
Forest Whitaker_a,0.007178235589692054,0.003487428778879361,0.29290830105538335
Kim Coates_a,0.0055990237599598015,0.001962158703016126,0.278619730853065
Sabine Karsenti_a,0.0007896059148661259,0.0,0.24430835248818103
Richard Tyson_a,0.0014356471179384107,0.00011651063637604472,0.2570009504060077
Kelly Preston_a,0.0019381236092168544,0.00015542116563893368,0.26251622818101183
Michael MacRae_a,0.0007896059148661259,0.0,0.24430835248818103
Shaun Austin-Olsen_a,0.0007896059148661259,0.0,0.24430835248818103
Tim Post_a,0.0007896059148661259,0.0,0.24430835248818103
Lance Young_d,0.0007178235589692054,0.0,0.22033706040732884
Craig Sheffer_a,0.0007178235589692054,0.0,0.22033706040732884
Sheryl Lee_a,0.002009905965113775,0.00028744345488246564,0.23480481781737556
Casey Siemaszko_a,0.0007178235589692054,0.0,0.22033706040732884
Spalding Gray_a,0.0014356471179384107,0.0001635906713481554,0.24894433087083334
Lois Chiles_a,0.0007178235589692054,0.0,0.22033706040732884
Blu Mankuma_a,0.0007178235589692054,0.0,0.22033706040732884
Ken Camroux-Taylor_a,0.0007178235589692054,0.0,0.22033706040732884
Eli Gabay_a,0.0007178235589692054,0.0,0.22033706040732884
Molly Parker_a,0.002297035388701457,0.0005183588803228037,0.25718045794977107
Thom Fitzgerald_d,0.0006460412030722848,0.0,0.1920703491401752
Olympia Dukakis_a,0.002153470676907616,0.0010357941245743726,0.24284208343923797
Ryan Doucette_a,0.0006460412030722848,0.0,0.1920703491401752
Brenda Fricker_a,0.0006460412030722848,0.0,0.1920703491401752
Kristin Booth_a,0.0013638647620414902,0.00010563760007475824,0.20839448080218498
Michael McPhee_a,0.0006460412030722848,0.0,0.1920703491401752
John Dunsworth_a,0.0006460412030722848,0.0,0.1920703491401752
Jeremy Akerman_a,0.0006460412030722848,0.0,0.1920703491401752
Mary-Colin Chisholm_a,0.0006460412030722848,0.0,0.1920703491401752
Kevin Kincaid_a,0.0006460412030722848,0.0,0.1920703491401752
Don Michael Paul_d,0.0055990237599598015,0.0028392964704753443,0.26655143093556183
Tom Sizemore_a,0.005455459048165961,0.0016981259048135808,0.2828649163760369
Chad Michael Collins_a,0.001866341253319934,0.00012583800773847208,0.24329136509483112
Vinnie Jones_a,0.0029430765917737418,0.0005945477133706787,0.27165800623187786
Dimitri Diatchenko_a,0.0014356471179384107,0.00014935857619372873,0.23869649824752293
Neal McDonough_a,0.0039480295743306295,0.0010650678956842844,0.2596591017935784
Jürgen Prochnow_a,0.0014356471179384107,0.00012591800489239742,0.2537013745843045
Sam Spruell_a,0.0028712942358768215,0.00046689131363959274,0.26193729931470955
Richard Sammel_a,0.0014356471179384107,8.447554843917043e-05,0.2520630228282093
Philip Rham_a,0.0007178235589692054,0.0,0.232306158767626
Alastair Mackenzie_a,0.0014356471179384107,9.421047011571932e-05,0.2415358242275953
Andrzej Bartkowiak_d,0.002009905965113775,0.00019426260157168017,0.25651157256579005
Jet Li_a,0.002440600100495298,0.0003270227330625331,0.2520400175554023
DMX_a,0.0012920824061445695,4.5276582508721175e-05,0.24873691930465935
Anthony Anderson_a,0.007106453233795133,0.003925745746527867,0.29443073405124653
Kelly Hu_a,0.003517335438949106,0.001020076054925508,0.2606455367956729
Tom Arnold_a,0.0012920824061445695,4.5276582508721175e-05,0.24873691930465935
Mark Dacascos_a,0.0012920824061445695,6.814624683077272e-05,0.24958556304850235
Gabrielle Union_a,0.002153470676907616,0.00026653465126074793,0.2657754162311875
Michael Jace_a,0.0007178235589692054,0.0,0.23184782657628697
Drag-On_a,0.0007178235589692054,0.0,0.23184782657628697
Paige Hurd_a,0.0015074294738353312,0.00017544177242989414,0.23707253829678965
Harold Becker_d,0.0006460412030722848,0.0,0.24492046405624304
Vince Vaughn_a,0.004881200200990596,0.0012568219139225058,0.28879599072918555
Teri Polo_a,0.001220300050247649,0.00034004120615507003,0.24677534179439295
Matt O'Leary_a,0.0026559471681860598,0.0009912745731934492,0.2669766247589273
Ruben Santiago-Hudson_a,0.0014356471179384107,0.00023742531757045486,0.24562300652407312
Susan Floyd_a,0.0014356471179384107,0.00023742531757045486,0.24562300652407312
Angelica Page_a,0.0006460412030722848,0.0,0.24492046405624304
Steve Buscemi_a,0.010121312181465796,0.004333785601033343,0.30150279360757204
Chris Ellis_a,0.003086641303567583,0.00094889876453912,0.26670589007896794
Andrew Jenks_d,0.00014356471179384107,0.0,0.00014356471179384107
Bill Ferguson_a,0.00014356471179384107,0.0,0.00014356471179384107
Ryan Ferguson_a,0.00014356471179384107,0.0,0.00014356471179384107
Ric Roman Waugh_d,0.0034455530830521854,0.0004376852312458622,0.27033498566850095
Stephen Dorff_a,0.003804464862536788,0.00058608097310462,0.26989903607400045
Val Kilmer_a,0.003732682506639868,0.0003778865567800123,0.25881344539364143
Harold Perrineau_a,0.0058861531835474835,0.001531425700520137,0.2741254181407737
Marisol Nichols_a,0.0022252530328045364,0.0,0.2400764567038451
Nate Parker_a,0.0022252530328045364,0.0,0.2400764567038451
Johnny Lewis_a,0.0030148589476706625,0.00022569458500118844,0.2577926637587952
Jake Walker_a,0.0022252530328045364,0.0,0.2400764567038451
Joey Villasenor_a,0.0022252530328045364,0.0,0.2400764567038451
Antonio Leyba_a,0.0022252530328045364,0.0,0.2400764567038451
Mike Seal_a,0.0028712942358768215,0.0001797531117535745,0.24854103702188407
Richard Caruso_a,0.0022252530328045364,0.0,0.2400764567038451
Kevin Wiggins_a,0.0022252530328045364,0.0,0.2400764567038451
Larnell Stovall_a,0.0022252530328045364,0.0,0.2400764567038451
Mara Holguin_a,0.0022252530328045364,0.0,0.2400764567038451
Elton Walker_a,0.0022252530328045364,0.0,0.2400764567038451
Brittany Perrineau_a,0.0022252530328045364,0.0,0.2400764567038451
Esodie Geiger_a,0.0022252530328045364,0.0,0.2400764567038451
Jermaine Washington_a,0.0029430765917737418,0.0003000612711557218,0.24286877994372755
Greg Serano_a,0.0022252530328045364,0.0,0.2400764567038451
Brian Keith Gamble_a,0.0022252530328045364,0.0,0.2400764567038451
Mark Sivertsen_a,0.0027277295240829805,9.457306886970786e-05,0.24525217250001372
Carrie Fleming_a,0.0022252530328045364,0.0,0.2400764567038451
Adam Taylor_a,0.0022252530328045364,0.0,0.2400764567038451
Chris Browning_a,0.0029430765917737418,0.00043237827588671476,0.24125623224130993
John Koyama_a,0.0022252530328045364,0.0,0.2400764567038451
Shawn Prince_a,0.0022252530328045364,0.0,0.2400764567038451
Christopher Dempsey_a,0.0022252530328045364,0.0,0.2400764567038451
Cynthia Ruffin_a,0.0022252530328045364,0.0,0.2400764567038451
Rob Reiner_d,0.0029430765917737418,0.0004908359497763623,0.2691231051139144
Madeline Carroll_a,0.0015074294738353312,6.20093428253346e-05,0.24494761950950453
Callan McAuliffe_a,0.0016509941856291722,0.00012239181761011705,0.2345306237797112
Rebecca De Mornay_a,0.0014356471179384107,6.265588671211923e-05,0.24658253564749016
Anthony Edwards_a,0.0014356471179384107,7.900998819532013e-05,0.25464298046060574
Penelope Ann Miller_a,0.002368817744598378,0.00023694184460291748,0.2639401173066502
Aidan Quinn_a,0.0027277295240829805,0.00034464638831957934,0.25517239597589725
Kevin Weisman_a,0.0007178235589692054,0.0,0.2270862785889155
Morgan Lily_a,0.0014356471179384107,7.73251315572195e-05,0.25187909815073806
Ryan Ketzner_a,0.0007178235589692054,0.0,0.2270862785889155
Andy Tennant_d,0.003517335438949106,0.0017372778994081384,0.26935278832969073
Matthew Perry_a,0.0022252530328045364,0.00029265450133029156,0.25800943286853567
Jon Tenney_a,0.0026559471681860598,0.0005848344561831188,0.26375735074977597
Carlos Gómez_a,0.0007896059148661259,0.0,0.23636234538880938
Tomas Milian_a,0.0007896059148661259,0.0,0.23636234538880938
Siobhan Fallon Hogan_a,0.0039480295743306295,0.0008258602289037127,0.2790913830415275
John Bennett Perry_a,0.0007896059148661259,0.0,0.23636234538880938
Stanley DeSantis_a,0.002153470676907616,0.00044505971621264007,0.2594029976610529
Suzanne Snyder_a,0.0015074294738353312,0.0008204326924229916,0.2370318408952538
Anne Betancourt_a,0.0007896059148661259,0.0,0.23636234538880938
Jill Clayburgh_a,0.0010049529825568876,0.0003834507298637222,0.23637751919284022
Scott Spiegel_d,0.0007178235589692054,0.0,0.20747854713374564
Kip Pardue_a,0.0007178235589692054,0.0,0.20747854713374564
Brian Hallisay_a,0.0007178235589692054,0.0,0.20747854713374564
John Hensley_a,0.0007178235589692054,0.0,0.20747854713374564
Sarah Habel_a,0.0007178235589692054,0.0,0.20747854713374564
Chris Coy_a,0.0013638647620414902,0.00016725413639501413,0.23139129937158276
Skyler Stone_a,0.0007178235589692054,0.0,0.20747854713374564
Thomas Kretschmann_a,0.0028712942358768215,0.0011388038760250247,0.2554438371389732
Zulay Henao_a,0.0016509941856291722,0.0003651051265847903,0.24441105983849135
Nickola Shreli_a,0.0007178235589692054,0.0,0.20747854713374564
Derrick Carr_a,0.0007178235589692054,0.0,0.20747854713374564
Jessie Nelson_d,0.0007896059148661259,0.0,0.24442187616225117
Michelle Pfeiffer_a,0.004306941353815232,0.0009834157694031374,0.2880354067640317
Dianne Wiest_a,0.001866341253319934,0.00014857699934563216,0.25931774184568435
Richard Schiff_a,0.0007896059148661259,0.0,0.24442187616225117
Laura Dern_a,0.005240111980475199,0.00105519230278282,0.28041627359363874
Brad Silverman_a,0.0007896059148661259,0.0,0.24442187616225117
Joseph Rosenberg_a,0.0007896059148661259,0.0,0.24442187616225117
Doug Hutchison_a,0.0007896059148661259,0.0,0.24442187616225117
Theodore Witcher_d,0.0005742588471753643,0.0,0.22044259213715334
Isaiah Washington_a,0.002009905965113775,0.0008777124776227185,0.24726698116089402
Lisa Nicole Carson_a,0.0005742588471753643,0.0,0.22044259213715334
Bill Bellamy_a,0.002297035388701457,0.0002666554568463939,0.24420033270107924
Leonard Roberts_a,0.0005742588471753643,0.0,0.22044259213715334
Bernadette L. Clarke_a,0.0005742588471753643,0.0,0.22044259213715334
Khalil Kain_a,0.0016509941856291722,0.00015466676701514126,0.2503094912621939
Mike Colter_a,0.0012920824061445695,6.492812190213796e-05,0.25491917865320357
Lucia Rijker_a,0.0007178235589692054,0.0,0.24451926617378233
Brían F. O'Byrne_a,0.002512382456392219,0.00034694080906318245,0.2695039365994246
Riki Lindhome_a,0.001076735338453808,0.00018256010230299356,0.2473112694369331
Aurora Guerrero_d,0.0007178235589692054,0.0,0.0007178235589692054
Fenessa Pineda_a,0.0007178235589692054,0.0,0.0007178235589692054
Venecia Troncoso_a,0.0007178235589692054,0.0,0.0007178235589692054
Joaquín Garrido_a,0.0007178235589692054,0.0,0.0007178235589692054
Laura Patalano_a,0.0007178235589692054,0.0,0.0007178235589692054
Dulce Maria Solis_a,0.0007178235589692054,0.0,0.0007178235589692054
Marisela Uscanga_a,0.0007178235589692054,0.0,0.0007178235589692054
Melissa Uscanga_a,0.0007178235589692054,0.0,0.0007178235589692054
Omar Leyva_a,0.0007178235589692054,0.0,0.0007178235589692054
Tonita Castro_a,0.0007178235589692054,0.0,0.0007178235589692054
Paul Alayo_a,0.0007178235589692054,0.0,0.0007178235589692054
Michael Jai White_d,0.0007178235589692054,0.0,0.21148662383260164
Michael Jai White_a,0.008254970928145861,0.006434324512326311,0.2664935548709437
Dean Geyer_a,0.0007178235589692054,0.0,0.21148662383260164
Alex Meraz_a,0.0007178235589692054,0.0,0.21148662383260164
Todd Duffee_a,0.0007178235589692054,0.0,0.21148662383260164
Scottie Epstein_a,0.0007178235589692054,0.0,0.21148662383260164
Jillian Murray_a,0.0007178235589692054,0.0,0.21148662383260164
Evan Peters_a,0.002368817744598378,0.0005687915168021688,0.2501224520390512
Stacey Asaro_a,0.0007178235589692054,0.0,0.21148662383260164
Gralen Bryant Banks_a,0.0013638647620414902,0.00014302160923173067,0.21652764577870465
Rus Blackwell_a,0.0007178235589692054,0.0,0.21148662383260164
James McTeigue_d,0.0014356471179384107,4.7453705553289385e-05,0.24096151671830673
Rain_a,0.0012920824061445695,9.620631492378755e-05,0.24460590025024065
Naomie Harris_a,0.0030148589476706625,0.0006006106104244968,0.2683842229797516
Ben Miles_a,0.0014356471179384107,4.7453705553289385e-05,0.24096151671830673
Rick Yune_a,0.0034455530830521854,0.0009212403047432411,0.2774440611192198
Shô Kosugi_a,0.0007178235589692054,0.0,0.22337582353037588
Sung Kang_a,0.0031584236594645035,0.00044872528858124475,0.24872571771409374
Richard van Weyden_a,0.0007178235589692054,0.0,0.22337582353037588
Thorston Manderlay_a,0.0007178235589692054,0.0,0.22337582353037588
Wladimir Tarasjanz_a,0.0007178235589692054,0.0,0.22337582353037588
Eleonore Weisgerber_a,0.0007178235589692054,0.0,0.22337582353037588
Michelle MacLaren_d,0.0007896059148661259,0.0,0.18803251028837056
Jeremy Sisto_a,0.0013638647620414902,0.001405079068033132,0.23831027462462495
Fred Durst_a,0.0007896059148661259,0.0,0.18803251028837056
Charlotte Sullivan_a,0.0007896059148661259,0.0,0.18803251028837056
David Ames_a,0.0007896059148661259,0.0,0.18803251028837056
Cory Cassidy_a,0.0007896059148661259,0.0,0.18803251028837056
James Blicq_a,0.0007896059148661259,0.0,0.18803251028837056
Martin Trudel_a,0.0007896059148661259,0.0,0.18803251028837056
Reva Timbers_a,0.0007896059148661259,0.0,0.18803251028837056
Rick Skene_a,0.0007896059148661259,0.0,0.18803251028837056
Peter Outerbridge_a,0.0007896059148661259,0.0,0.18803251028837056
Dana Horrox_a,0.0007896059148661259,0.0,0.18803251028837056
Doug Allen_a,0.0007178235589692054,0.0,0.22761034904289254
Mercedes Mason_a,0.0007178235589692054,0.0,0.22761034904289254
Mark Lewis Jones_a,0.0014356471179384107,0.00011706841269197948,0.24261806429749427
Nestor Serrano_a,0.003660900150742947,0.0018925954139053097,0.2612496535026871
Dennis Haysbert_a,0.002512382456392219,0.00045059792034374556,0.25111752863054965
Alex Roe_a,0.0007178235589692054,0.0,0.22761034904289254
Yana Marinova_a,0.0007178235589692054,0.0,0.22761034904289254
Todd Phillips_d,0.0019381236092168544,0.00013611082219060176,0.26756510632207675
Owen Wilson_a,0.0012920824061445695,9.79382026408044e-05,0.2562556917691416
Juliette Lewis_a,0.003517335438949106,0.0009903063925020624,0.2825682454057254
Fred Williamson_a,0.0007178235589692054,0.0,0.24806660489569982
Jason Bateman_a,0.004378723709712153,0.0007893859500138244,0.28509156685594944
Amy Smart_a,0.003660900150742947,0.0009222630702444233,0.2710181522498802
George Cheung_a,0.0007178235589692054,0.0,0.24806660489569982
Michael Paré_a,0.0031584236594645035,0.0013067139207227111,0.2613423675538982
Diane Lane_a,0.002153470676907616,0.000370984893908764,0.2714643987466668
Rick Moranis_a,0.0014356471179384107,0.00014044066795574953,0.25757625858460104
Amy Madigan_a,0.0007178235589692054,0.0,0.23870165635319854
Deborah Van Valkenburgh_a,0.0012920824061445695,0.0008594974288290329,0.23891849827833667
Richard Lawson_a,0.002297035388701457,0.0006760888470613133,0.2610274079446244
Rick Rossovich_a,0.0007178235589692054,0.0,0.23870165635319854
Bill Paxton_a,0.0030148589476706625,0.0006148286746407879,0.2708785857770082
Lee Ving_a,0.0007178235589692054,0.0,0.23870165635319854
Dominic Sena_d,0.0014356471179384107,9.514737723488115e-05,0.2659353792859527
Drea de Matteo_a,0.0014356471179384107,6.080197695319638e-05,0.26395273123373597
Rudolf Martin_a,0.0007178235589692054,0.0,0.25632704899523406
Zach Grenier_a,0.002368817744598378,0.0006985347989977953,0.2688938132765486
Camryn Grimes_a,0.0007178235589692054,0.0,0.25632704899523406
Alan Alda_d,0.0006460412030722848,0.0,0.21144209351480833
Alan Alda_a,0.002009905965113775,0.0005031220949995714,0.25864981968765344
Carol Burnett_a,0.0012920824061445695,0.00010322040225685961,0.2338355564131463
Len Cariou_a,0.0013638647620414902,0.0002230843983233918,0.2499639711570369
Sandy Dennis_a,0.0006460412030722848,0.0,0.21144209351480833
Rita Moreno_a,0.0006460412030722848,0.0,0.21144209351480833
Jack Weston_a,0.0014356471179384107,6.073989607615245e-05,0.22485817505141206
Elizabeth Alda_a,0.0006460412030722848,0.0,0.21144209351480833
Beatrice Alda_a,0.0006460412030722848,0.0,0.21144209351480833
Sydney Pollack_d,0.0007896059148661259,0.0,0.23117822295844911
